year	text	genre	author	location	winning
2021	"You're a lazy, indolent, slothful, idle, good-for-nothing, work-shy, sluggish, inactive, bone-idle, inert, skiving, lackadaisical, listless, apathetic, lumpish layabout!" exclaimed Mrs. Roget when she saw the state of her son's bedroom.	Odious Outliers	Nick Stevenson	Sevenoaks, Kent, England	Dishonorable Mention
2021	Two Thursdays after I met Wanda I awoke outside the Luby’s sporting a fresh three-inch gash on my forehead and staring at the scorched remnants of the chopper, unaware that my bank account had emptied faster than the Hogwarts adjunct faculty lounge after J.K. Rowling decided that surely somebody must’ve been suffering from moderate-to-severe plaque psoriasis.	Odious Outliers	Jeff Harrison	Maplewood, MN	Dishonorable Mention
2019	Space Fleet Commander Brad Brad sat in silence, surrounded by a slowly dissipating cloud of smoke, maintaining the same forlorn frown that had been fixed upon his face since he’d accidentally destroyed the phenomenon known as time, thirteen inches ago.	Grand Prize	Maxwell Archer	Mt Pleasant, Ontario, Canada	Grand Prize
2019	Emile Zola wandered the dank and soggy streets of a gloomy Parisian night, the injustice of the Dreyfus affair weighing on him like a thousand baguettes, dreaming of some massage or therapy to relieve the tension and pain in his aching shoulders and back, and then suddenly he thought of his Italian friends and their newly invented warm water bath with air jets and he rapturously exclaimed that oft misquoted declaration — "Jacuzzi!"	Grand Panjandrum's Special Award	Robert R Moore	North Falmouth, MA	Special Award
2019	Dropping his now-empty Remington .30-06 and tearing across the tundra after two weeks of hunting in the Alaskan wilderness in the company of none other than three-time Olympic sprinter Usain Bolt—the rustic outing being the spoils of his winning bid at the Sun Valley Country Day School live-auction fundraiser—Bart Michaelman realized with dismay that, in this particular instance, he did in fact have to outrun the bear.	Adventure	Andrew Lundberg	Los Angeles, CA	Winner
2019	As they sprinted together down the echoing, looping ramp of the deserted Guggenheim Museum, closely pursued by three swarthy members of the resolutely vicious Cannelloni gang, square-jawed British Royal Marine art historian/world's deadliest sniper John Savage and his voluptuous young modern art critic/Navajo linguist Samantha Silver cursed architect/interior designer/writer/educator Frank Lloyd Wright for designing such a circuitous route out of the building.	Adventure	Gwyneth Kozma	Garmisch-Partenkirchen, Germany	Dishonorable Mention
2019	Three days without food or water, archeologist Phil Thompson with his leg hopelessly trapped in a wilderness rock-fall, and with hungry buzzards circling overhead, saw his entire life pass before him and he once again experienced, as a child, his mother’s comforting words and tender touch, as she gently awakened him from his recurring nightmare of being eaten by birds.	Adventure	Ron Pizarie	Bath, PA	Dishonorable Mention
2019	Anthropologist Roland Weatherby stumbled upon the detritus of the cannibal camp, including the smoldering remains of his faithful guide Davey, and raged in disbelief at the thought that, even in this digital information age, primitive tribes feasted on the red meat of human flesh paired with a subpar 2016 Chardonnay.	Adventure	Doug Purdy	Roseville, CA	Dishonorable Mention
2019	Old man Buckman had been murdering and dismembering teenagers in our town for years, and getting away with it, and it's important to emphasize this right up front, because young readers like you have painfully short attention spans, and unless a story grabs you right off the bat, you'll be back on your video games or phones or skateboards in the blink of an eye.	Children's Literature	John Hardi	Falls Church, VA	Winner
2019	There were two goats, drooling over the scrumptious olive-colored grass, but eternally separated from it by paralyzing fear of the gargantuan goat-munching ogre under the bridge, and there was Tom, the socially awkward ogre who bit his fingernails so noisily that the sound resembled the crunching of bones.	Children's Literature	Olivia Burkett	Springboro, OH	Dishonorable Mention
2019	If I wanted to fulfill my lifelong dream of being a dystopian YA’s protagonist, I needed several things: missing or deceased parents (check), a complicated romantic life involving multiple partners and predictable behavior (check), a tough exterior that protected my sensitive inner workings (check), and finally, a life of danger, uncertainty, and constant struggle to survive (check); it turns out, turtles are well-equipped to star in YA adventures!	Children's Literature	Bridget Parmenter	Norman, OK	Dishonorable Mention
2019	Realising that his symptoms indicated a virtually undetectable, fast acting neurotoxin, CIA coroner Quinn Abner frantically wrote up the details, lay on the floor and, as a professional courtesy, did his best to draw a chalk outline of himself.	Crime & Detective	Jeremy Das	Loughborough, England	Winner
2019	Olivia followed her breasts into my office where I was studying the dead flies on the window sill and dropped a large brown envelope on my desk, which rearranged the dust as it came to rest next to my right elbow, causing me to lose interest in the flies as I watched her walk away, watched carefully while wondering if the motion of her hips could bring a dead man back to life, which led to wondering what she could do to a man who was still alive.	Crime & Detective	Will Dennehy	Cambridge, MD	Dishonorable Mention
2019	As he pounded on the door, Billy ‘Four-Toes’ Capalone, wondered, not for the first time, if he wouldn’t have been better off in the joint, or even taking a concrete nap, but instead, he straightened his tie and gripped his bible, determined not to blow his cover in the Jehovah’s Witness Protection Program.	Crime & Detective	Arlen Feldman	Colorado Springs, CO	Dishonorable Mention
2019	Eyes bleary from yet another night of fruitlessly staking out the Ritz Motel in West Hollywood’s seedier quarter, hoping to get some usable dirt on Mrs. Hennigan’s wayward hubby Bill, Niles Cranworth, P.I., pushed the start button, cranked the wheel over, and pointed his well-traveled Chrysler 300 southward on La Cienega Boulevard (“La Cienega,” he noted with irony, being Spanish for “the cienega”).	Crime & Detective	Andrew Lundberg	Los Angeles, CA	Dishonorable Mention
2019	Detective Wilhelm Schmidt’s raspy voice poured through the telephone receiver like a dump truck of gravel unburdening its load—much like the trucks that worked around the clock at Rohrer’s Quarry off of 1-81, transporting payloads of lime, sandstone, crushed rock, and gypsum—though with Detective Schmidt’s heavy German accent, excavation on its own would not suffice, and a second, albeit entirely different industry would need to be invoked to really paint a crystal clear picture of his voice.	Crime & Detective	Cody Hanna	Lancaster, PA	Dishonorable Mention
2019	Prisoner #4420991 selected two large snow cones for his pre-execution last meal, much to everyone’s surprise, but #4420991 knew that death by lethal injection would come as sweet relief when balanced against the snow cone headache he expected to have.	Crime & Detective	Greg Homer	Diamond Springs, CA	Dishonorable Mention
2019	“I remember the moon had a face like Hannibal Lecter and that the wind blowing through the trees reminded me of the music from Psycho,” stated Effie Laudermilk as she sat in the courtroom stand on trial for the murder (which she vehemently denied) of her boyfriend whose partially eaten body was found in his car at the bottom of a pond.	Crime & Detective	Randy Blanton	Murfreesboro, TN	Dishonorable Mention
2019	It was a dark and stormy night, and since this was Miami in July and everyone had left their convertible tops down, the rain fell in Cadillacs.	Dark & Stormy	Andrew Lundberg	Los Angeles, CA	Winner
2019	It was a Dark & Stormy Night; the rain fell in torrents outside the Breast Western—the country-themed strip club where the exotic dance duo of Stormy and Dark rattled the house (for it was a Tuesday), and fiercely agitated the lustful flames of the patrons who struggled in the darkness to rearrange their Wranglers.	Dark & Stormy	Coby J. Scott	Hollywood, CA	Dishonorable Mention
2019	It was a dark and stormy night; the suburb was devoid of most life and color, and all you could see was the dull gaslights, dark clouds, and deep indigo sky; but to Jade, it was almost the same, because, you know, according to modern studies, dogs can see only blue, yellow, and grey.	Dark & Stormy	Saraswathy Ashok	Trivandrum, India	Dishonorable Mention
2019	He was a dark and stormy knight; his blows fell in torrents— except at occasional intervals, when they were checked by a violent gust of wind to which he fiercely agitated a scanty flame in his struggle to light it, for there was jesting in his jousting.	Dark & Stormy	John Change	Crafers, Australia	Dishonorable Mention
2019	It was a bright and shiny day, the sun scorched the pavement—except under a spreading chestnut tree, where it flattened the shadows and starkly enhanced the contrasts (for it is in Hollywood that the script begins), illuminating the story line, and manifestly motivating the florid actors who fussed and fumed about their lines.	Dark & Stormy	Kevin Anderson	Kiel, Germany	Dishonorable Mention
2019	Driven from the sea by pollution, Aglaope the Siren found an economy apartment in New York City with the hope of luring the big city buses to their doom, but to her dismay she found that her song was drowned out by police cars, fire trucks and jackhammers, except for one joyous day when she was fairly sure that she caused a skateboarder to crash into a light pole.	Fantasy & Horror	Arlen Feldman	Colorado Springs, CO	Winner
2019	The High Gondonderil gazed on with horror as the Elgaborian legions marched at a single, pitiless pace into the once peaceful streets of Sar-Andrada, the capital city of the kingdom of Xanthil, located in a fantasy universe which might seem extremely confusing at present but which will doubtless make perfect sense to you, dear reader, once you realize that, like most fantasy universes, it’s basically just Tolkien’s Middle-earth with different names for things.	Fantasy & Horror	Harrison Glaze	Acworth, GA	Dishonorable Mention
2019	Archt’vi Lor’d’nn of the clan Elbr’sh, president of the Elvish Grammatical Counc’l, knew that Midrì’ll D’rung’ír was doomed to failure; she would be presenting an (entirely preposterous, in his opinion) case for reducing the number of arbitrary apostrophes in Elvish words.	Fantasy & Horror	Bridget Parmenter	Norman, OK	Dishonorable Mention
2019	Thunder crashed and the wind howled in a driving rain as the ancient witch raised her hands toward the moon and with increasing desperation chanted the words of a spell that her recently unearthed Book of Charms had assured her would restore her to youth and beauty but so far was just riling up the weather and getting her wet.	Fantasy & Horror	Bill White	Allentown, PA	Dishonorable Mention
2019	So you're probably wondering how I got here, in this dimly lit green room, tied up like a hog, covered in a strange phlegm that smells like the innards of a wild griffin, and blood caked on my body . . . well I'd have to ask you before you ask me: have you ever tried to kill a dragon and have it capture you and turn you into a slave for its pleasure.	Fantasy & Horror	Robert Fields	Richmond, KY	Dishonorable Mention
2019	Contrary to popular opinion, Jehoshaphat—the 9th-century (BCE) king of Judah who reigned for twenty-five mostly peaceful years yet is best known for his defeat of the Moabites at Elin Gedi in 849 BCE—rarely jumped.	Historical Fiction	Dave Beck	El Cerrito, CA	Winner
2019	Stephen Douglas, that's the "Little Giant" to you, had tried everything he could think of to stop Mr. Lincoln from arriving at their senatorial debates: giving him the wrong time and place, sleeping pills disguised as Republican muffins, kidnapping, and even some light arson but the man always turned up, like a bad penny.	Historical Fiction	Rob Greer	Queen Creek, AZ	Dishonorable Mention
2019	Dr. Gachet, who had arrived in Fall River only two years after being a supportive, albeit ultimately unsuccessful, ear for his patient Vincent, was now sitting at his desk recording his first impressions of his new patient—“Lizzie exhibits a nervous hacking cough whenever she is asked about her parents.”	Historical Fiction	Amy Torchinsky	Chapel Hill, NC	Dishonorable Mention
2019	Abraham Lincoln, the 16th President of the United States of America, sat down at the theatre with his wife, the first lady of the United States of America, turned and asked her, ¨Do you think the fella behind us can see over my hat?¨	Historical Fiction	Olivia Burkett	Springboro, OH	Dishonorable Mention
2019	When the tall dark, handsome, buff, and wealthy cowboy moseyed into my "Blazin' Six-guns" novelty shop, I felt a wave of heat flood through me, as if I had accidentally swallowed my sub-lingual nicotinic acid lozenge, causing the niacin to be released instantaneously, rather than in a more controlled, extended, low-potency dose, for which means the prescription had been written.	Purple Prose	Randall Card	Bellingham, WA	Winner
2019	The Eyelash Palm Viper of Central America, only about the size of a bungee cord—the kind of bungee cord you use to secure your bike on the back of the car or to keep your patio furniture chairs together or to make sure that raccoons are unable to remove your plastic trash can lids—was both deadly and beautiful.	Purple Prose	Greg Homer	Diamond Springs, CA	Dishonorable Mention
2019	The snow scattered like fair parmesan from God's own shaker, drifting down lightly to cling to our squirming spaghetti skin beneath robes of tomato puree, making no distinction between the whole wheat and white or tagliatelle and bucatini among us.	Purple Prose	Tzipporah Harker	Baltimore, MD	Dishonorable Mention
2019	Curly Endive was at the ranch dressing feeling cool as a cucumber when he caught his friend Buck Wheat ogling his favorite tomato and told him he would need a beefsteak if he didn't knock it off lest he kick him in the garbanzos.	Purple Prose	Shawn Evans	Auburn, CA	Dishonorable Mention
2019	Despite being a German, vegan book-cataloger from rural and upscale Connecticut, Marion was quite ignorant and overly opinionated about almost everything, except for Atlas Shrugged and atheism, which made her the embodiment of an Arian, vegetarian, ultracrepidarian-contrarian, non-sectarian, libertarian, librarian agrarian from Darien.	Purple Prose	Eric Mellinger	New York, NY	Dishonorable Mention
2019	Today is Friday, and Ernest was hemmed in a way, back in a clean and well lighted place, a tolling bell sounded and the old man could see the through snows as he killed a man, Jaro, himself, now a participant of the natural study of the dead, as strains of God Rest Ye Merry Gentleman echoed from the street to the killer’s ears and thoughts of the fifty grand he’d just earned made his brain dance like ten Indians, and after the storm my old man made a simple inquiry to the mother of the queen and left for the Big Two-Hearted river, undefeated.	Purple Prose	Jeff Phelps	Waterford, MI	Dishonorable Mention
2019	The villa in Tuscany is abandoned now, and nature, in the form of invasive vegetation, is reclaiming the small vineyard where Rodolfo and Susannah made love each afternoon, beginning with the creeping Coccinia virginiana, followed by the woody Polemonium gloriosa, and ending, of course, with the drooping Glandularia vulgaris.	Romance	John Hardi	Falls Church, VA	Winner
2019	Rosemary was crushed, and no amount of time or sage advice could assuage her agony or, at the very least, reduce the swelling.	Romance	Bob Pellicone	Lincroft, NJ	Dishonorable Mention
2019	He loved the sound of her name—Sandrine—as it reminded him of two of his favorite things in life: sandwiches and tambourines.	Romance	Kelley Farmer	Dripping Springs, TX	Dishonorable Mention
2019	She had a captivating smile and eyes the color of a poisonous frog he'd seen on a trip to Costa Rica.	Romance	Carol Hobart	Edina, MN	Dishonorable Mention
2019	I knew that my husband was cheating on me, because I tasted his breath on the new maid's lips.	Romance	Andrew Kim	San Jose, CA	Dishonorable Mention
2019	God, would you please get your tentacles off of my stomach," I uttered as Forrest groaned and slithered away from my bed; I swear, if anyone ever finds out I am dating an octopus, it will be social suicide.	Romance	Riley Kwortnik	Ithaca, NY	Dishonorable Mention
2019	Gregory was falling in love with the doe-eyed Nora, not knowing that she could be an infuriating, complicated woman at times, like one of those self-service checkout machines at the grocery store where you can never figure out where to insert the money or get your change, plus the scanner never recognizes your jar of Vlasic sweet pickles so you have to call the attendant.	Romance	Steve Lynch	Tucson, AZ	Dishonorable Mention
2019	The frequent and robust bouts of coupling that young Liam shared with his robot girlfriend Esther-4.0, while satisfying, often reminded him of eating chocolate covered cherries without removing the foil wrapper.	Science Fiction	Greg Homer	Diamond Springs, CA	Winner
2019	Zajaxian Planetary Law required that war, if it must be fought, be fought not with bombs, bullets and blood, as on our own primitive Earth, but with serried banks of immensely powerful mainframe computers, even though they were bulky to carry and unwieldy to throw.	Science Fiction	Jeremy Das	Loughborough, England	Dishonorable Mention
2019	As Capt. Kirk and his away team materialized on the planet’s surface and began to walk through town, their sudden, uncontrollable twitching and out-of-control hands, feet, and hips immediately led Kirk to suspect that the king of the Holodeck Disco, Mr. Spock, had intentionally transported them to Funkytown.	Science Fiction	Kevin Kinzer	Spokane, WA	Dishonorable Mention
2019	A blast from the cosmic storm front on the frontier of interstellar space, the Oort Meteor Storm sleeted silently through the eternal night, slicing invisible self-healing lacerations through the dark void as it bore down on Sedna Station where shortly it would slice through the intrepid Planetary Survey Team, lacerations neither invisible nor self-healing that would reduce them to vacuum-desiccated strawberry preserves floating in a titanium colander.	Science Fiction	Stephen Dourson	Preble County, OH	Dishonorable Mention
2019	Sven wondered, staring into Opal's trusting eyes, if he could truly marry her knowing that, in just three weeks, the stock market would crash, her father would jump out of a 10th story window, and he, the intrepid adventurer and time traveler, would return to the 21st century with millions of dollars worth of her old man's Coca Cola stock.	Science Fiction	Robert K Walters	Asheville, NC	Dishonorable Mention
2019	After purchasing an oval Chinese frying pan at the diminutive British aristocrat’s yard sale, Nigel realized that he’d just taken a long wok off a short Peer.	Vile Puns	Bart King	Portland, OR	Winner
2019	Fed up with Parisian hipsters using fancy foreign words to describe French food, Pierre decided un oeuf was un oeuf.	Vile Puns	Dave Beck	El Cerrito, CA	Dishonorable Mention
2019	As Freddie donned his mercurial black waistcoat, trimmed his mustache, and helped his younger brother tie his ascot in preparation for the 22nd annual Ravencon he could not help but reflect how happy he was to be a Poe boy from a Poe family.	Vile Puns	Josh Wright	Piedmont, OK	Dishonorable Mention
2019	After almost twenty years of baldness, Harry finally decided to splurge on an expensive, human-hair wig—after all, four hundred dollars to look twenty years younger was a small price toupée.	Vile Puns	Julian Calvin	Bellbrook, OH	Dishonorable Mention
2019	Being a man of perspicacity, Alexander Graham Bell was able to treat his own stomach-ache (caused by eating three dozen raw oysters and a warm crock of sauerkraut on a bet) without the aid of his assistant, and when asked how he became ill, he would say only "Alimentary dare, Watson."	Vile Puns	David Franks	Fayetteville, AR	Dishonorable Mention
2019	Now that the former emperor, Napoleon, was dead, his doctors, the guards, and all the other soldiers hanging around decided to go out for a short bier.	Vile Puns	Evaonne F. Hendricks	Arcata, CA	Dishonorable Mention
2019	Winky the flounder, lying flat on the ocean floor, looked about in horror as he took in the shreds of fish flesh that rained down on him from the massacre visited upon his family by the barracuda gang, and realized: "I'm the sole survivor."	Vile Puns	Brent Guernsey	Springfield, VA	Dishonorable Mention
2019	"Yeehaw, boys, and so long," called Eugene 'Bullettooth Dynamite' Jones as he rode off into the torrential downpour on his 32-inch-tall miniature horse, Kevin, hiding a frown because he knew deep down in his heart he had yeed his last haw.	Western	Stephanie Karnosh	Springboro OH	Winner
2019	No-one served up a steak quite as juicy as they did in Mother McDougal’s, so when the check arrived, Luke Mahan, the meanest gunslinger in the state, peeled off three greenbacks from his wad, threw in a dime tip, and told the elderly waitress it was “Three ten to you, ma.”	Western	David Hynes	Bromma, Sweden	Dishonorable Mention
2019	As I stood next to the deathbed I could hear a whisper full of desperate urgency: "I have to confess something to you! I am not your sister! I am your mother!!" to which I just nodded and said, "Of course, grandpa."	Odious Outliers	Jose Beltrán Escavy	The Hague	Dishonorable Mention
2019	They were tough men with tough jobs who frequented tough bars with rough, tough atmospheres, and the way they gripped their drinks, cigars, and cigarettes in a manly fashion never failed to impress the tough, hard-faced women who also frequented those same bars, and often ended up having their babies.	Odious Outliers	Adam Johnson	Longmont, CO	Dishonorable Mention
2019	The aroma of the madeleines stimulated Marcel’s intense memory of a woman from his past, coincidentally not named Madeleine but Gladys, who smelled like the Dickens so he decided to order the gruel instead.	Odious Outliers	Lee Grossman	Oakland, CA	Dishonorable Mention
2019	It was the best of times, it was the worst of times – though any decent statistician might net those two factors together and conclude that things were fairly average all round.	Odious Outliers	David Meech	Auckland, New Zealand	Dishonorable Mention
2019	The price was cheap, thought P.I. George Brown, but renting an office out the back of Farmer Frizzle's poultry barn didn't make the best of impressions, what with the spread-eagled cassowary mounted on the wall, the eggshells his clients had to walk on to get to his desk, and the barn's P.A. system, which continuously blared Radio 2020 CHICKEN FM (bock-bock-bock).	Odious Outliers	Sarah Totton	Guelph, Ontario	Dishonorable Mention
2019	It was going to be one of those nights, maybe not dark and stormy, but nebulous and heavy, nevertheless; the kind of night you would endure rather than survive, the kind of night you would fear but could not anticipate, the kind of night I would weather as I had a thousand nights before with the steadfast companions who would once again escort me to dawn: Patsy, Roy, and Jack—that is, Cline, Orbison, and Daniels.	Odious Outliers	Tom Venturino	Encinitas, CA	Dishonorable Mention
2019	He sat on the tailgate of his truck, an old Ford Ranger as blue as the summer sky (although it was now winter), sucking on the ass end of his cigarette, taking puffs to the beat of his speakers as they blared an old Beetles tune, you know the one.	Odious Outliers	Samuel Gallentine	Battle Ground, WA	Dishonorable Mention
2019	Retired professional school dance chaperone, Ted Wilkerson, wandered the day room, prying couples apart with his chipped wooden cane, sneering and insisting, “Leave room for Jesus, you’ll be meeting him soon enough,” and “Let’s keep these crusty arrhythmic shamblings G-rated, folks.”	Odious Outliers	Grant Gordon	North Sutton, NH	Dishonorable Mention
2019	It was a dark and shiny tube that Nurse Johnson slowly intubated into the patient's left nostril when suddenly Dr. Barbarino bent over to old man Kotter's ear and shouted, "Up your nose with a rubber hose!" whereupon old man Kotter tried to snort laugh but choked and died because he had a tube up his nose.	Odious Outliers	Jim Jones	Massillon, OH	Dishonorable Mention
2019	His hot, fetid breath on the back of her neck pulled her from her sleep and she felt fear grip her as she recognized his presence and scrambled quickly to untangle herself from the sheets and exit the bed before Felix could hack up the forthcoming hairball.	Odious Outliers	Krista Epton	Edmonton, Canada	Dishonorable Mention
2019	Puzzles, as Naomi was beginning to realise, after moving past beginner 500-piece illustrations into 2000-piece close-ups of nature, were the easy part of the competition—going head-to-head with a grandmother from Limerick on a 2,500-piece of cherry blossom needed finesse and technique along the lines of a tiny slingshot aimed at the bitch's corner pieces.	Odious Outliers	Cass Lennox	Switzerland	Dishonorable Mention
2019	Standing at the altar, dressed in white, Lucy could not help but think of the suitors she had turned down—Jock, Dick, and Willy—all lovely men, but not as lovely as her ultimate choice, now standing proudly at her side, to whom the vicar turned and questioned, “Do you, John Thomas, take Lucy . . . ?”	Odious Outliers	David Hynes	Bromma, Sweden	Dishonorable Mention
2019	All I can say is that I have never been so insulted (even by the likes of my moronic sister (who seems to delight in making me uncomfortable (and she is so good at it, knowing just how to push my buttons (which I think is a skill that all siblings possess to some extent (which I believe proves some sort of genetic link (despite the fact that I really enjoyed genetics in school (relating on so many levels to Gregor Mendel and his peas (but of course peas make me gag, since my throat swells when I eat them)))))))) as I was by someone suggesting that I have ADD.	Odious Outliers	Eric Anderson	Bend, OR	Dishonorable Mention
2019	She took a deep lungful of honeysuckle-scented air, though it didn't smell like honeysuckle because she lived in Colombia and that plant was not endemic to where she lived (but it is endemic to the author’s home, so in this story the air smells sweet like whatever’s similar in Colombia, and our story takes place there) and she wondered idly what that sweet smell in the air was.	Odious Outliers	Everett Roberts	Washington, DC	Dishonorable Mention
2019	As he left the cemetery after his grandmother's funeral, Victor wondered if Hollywood screen legend Robert Taylor had been interred under his real name, Spangler Arlington Brugh, and if so, how had they managed to fit all the letters onto his gravestone—an inappropriate thought on this sad family occasion, particularly so because his grandma's favourite movie actor had been Spencer Tracy.	Odious Outliers	David Silver	Greater Manchester, England	Dishonorable Mention
2019	Accidentally dropping her phone, eyelids, and fake Ottawa Valley accent was not what Sarah Hemsworthington did best, or most often, or with the most confidence in her family of nine rather nasty siblings, and step-siblings, and half-to-one-quarter siblings—but it sure came close!	Odious Outliers	Marty Williams	Guelph, Ontario, Canada	Dishonorable Mention
2019	It seemed a cruel irony to Nigel when he realized, only in hindsight, how mistaken he had been to abandon his youthful ambition to become a technical writer and bend to his parents' wishes that he go into proctology.	Odious Outliers	Scott Wilson	Corvallis, OR	Dishonorable Mention
2019	The fun had seemed innocent at first—simple handstands and easy dismounts, but as the hours passed the routines became more intricate and aggressive with cartwheels and round-offs, competitive and risky with back walkovers and flipping twists, until the twins’ mother ordered them to stop the nonsense and return Grandpa’s walker so he finally could get to the dinner table.	Odious Outliers	Scott G. Witmer	Allentown, PA	Dishonorable Mention
2018	Cassie smiled as she clenched John's hand on the edge of an abandoned pier while the sun set gracefully over the water, and as the final rays of light disappeared into a star-filled sky she knew that there was only one thing left to do to finish off this wonderful evening, which was to throw his severed appendage into the ocean's depths so it could never be found again—and maybe get some custard after.	Grand Prize	Tanya Menezes	San Jose, CA	Grand Prize
2018	Dreaded Pirate Larry was somewhat worried, as he looked down at his boot, where his first mate was stretched out, making whooshing sounds, attempting to blow him over, that despite having the fastest ship, the most eye patches, and the prettiest parrots, his crew may need a few lessons on the difference between literal and figurative, as evidenced by the rest of the crew applying ice to the timbers.	Runner Up	Shelley Siddall	West Kelowna, BC, Canada	Runner Up
2018	I knew that dame was trouble as soon as I set eyes on her, see: there was a stain on her clingy dress, wine, difficult to get out (you notice these things when you’ve been in the business as long as I have); there was a piece of gum stuck to the bottom of her high heel, cherry, that would leave a gristly pink trail following her every step (you pick up on these things when you are as experienced as I); and when she coolly asked me directions to the detective’s office, I pointed her down the hall and went back to mopping the floor.	Grand Panjandrum's Special Award	Bridget Parmenter	Katy, TX	Special Award
2018	Eli Jacob Crowley, the famed pioneer figure who spearheaded America's westward expansion by blazing the Crowley Trail in 1838, was an awe-inspiring figure of a man, as stout as a four-century-old oak, as intellectually complex as the fronds of a Florida palm, as singularly focused as the trunk of a Giant Sequoia, though in all other respects, not like a tree at all.	Adventure	John Hardi	Falls Church, VA	Winner
2018	Commander of the Bengal Lancers Lord Reginald Buckman, KCIE, was a strong, strong man, not “strong” like some onions, though he ate them often, and particularly enjoyed them sautéed in lard, a generous amount, but lightened with a bit of white wine, not too dry, alongside fresh calves kidneys, though goat would do in a pinch.	Adventure	John Hardi	Falls Church, VA	Dishonorable Mention
2018	Nothing looked familiar to Travis, who, recalling a favorite line from Tolkien—“Not all those who wander are lost”—reckoned the “not all” part implied that most who wander, like himself, are in fact lost, yet buzzards would pick his bones before he would think to ask for directions.	Adventure	Dr. Joel Phillips	West Trenton, NJ	Dishonorable Mention
2018	Dave’s fear surged in his chest, like those bombs they put in ski slopes to trigger avalanches, but this one didn’t explode and instead came down in a natural avalanche that covered the ski-resort parking lot and poured into the open window of Dave’s car, which is why he was so scared, sitting in his snow-filled car with a live bomb in his lap.	Adventure	Chris Jordan	Seattle, WA	Dishonorable Mention
2018	He blended with the bleak city storefronts as people fled the cold, hard rain that sounded like a funeral dirge on an unforgiving sidewalk, seen yet unseen, someone yet no one, and like a lion stalking a weakened wildebeest from the tall grass of the Serengeti, he sprang toward a beautiful woman struggling to find purchase in her high heels and handed out another coupon for twenty percent off at Sneaker Jungle.	Adventure	Mark Wisnewski	Flanders, NJ	Dishonorable Mention
2018	My escape from heavily-guarded Cochon Island, a Hungarian penal colony founded by the Gabor sisters, would have to be well-planned and faultlessly executed, I thought to myself, "and I'm just not the right man for it," so I stayed and lived out my days there, because having a Gabor slap you around wasn't that bad, especially when they said "dahling" afterwards.	Adventure	Kevin M. Kinzer	Spokane, WA	Dishonorable Mention
2018	Hi, my name is Neptune Galapagos Cooper, I'm 13, I live in the suburbs with my middle-class white family (my SUPER ANNOYING little brother, my parents, who are sooooo lame, and my dog Bailey, the only one who really gets me) and there's one thing you should know about me: I'm not like other girls.	Children's Literature	Rachel Koch	Blackstone, MA	Winner
2018	Penelope sprinted breathlessly across a field of wildflowers, over a rickety bridge, through a dense copse, and across seven more fields, trying to outrun the ogre, she wished desperately that she had a horse – a fancy, prancy one with tufts of fur by its hoofs, a shimmering mane, and a white diamond on its forehead, preferably named Stardust.	Children's Literature	Aasha Sankpal	Monroe, CT	Dishonorable Mention
2018	"Pooh," said Piglet inquisitively, "I don't believe the quantum interplay of dark energy and black holes allows for the anti-matter superposition of a Higgs-Boson vector that you are postulating transported you thru an n-dimensional carbon lattice and got you stuck in the hunny tree . . . just sayin'."	Children's Literature	Tim Metz	Kokomo, IN	Dishonorable Mention
2018	He glanced at his unsuspecting guests, his slight smile hiding his hateful mood, his calm eyes hiding his evil intentions, and his smooth skin hiding his tensed muscles, skeletal structure, and internal organs.	Crime & Detective	Dave Agans	Wilton, NH	Winner
2018	Jimmy-The-Bull lay sprawled in a puddle of his own blood, which spread out like a bright-red Rorschach test, in which Detective Williams had so far identified a butterfly, a puppy and the Eiffel tower, but was vaguely disappointed that there was nothing resembling Jimmy’s trademark bull, although the coroner had seen a giraffe, which he claimed was close enough, since it was also a ruminant.	Crime & Detective	Arlen Feldman	Colorado Springs, CO	Dishonorable Mention
2018	For rookie detective Lara Stinson, the hardest aspect of her most recent case was not discovering that the adolescent victim had been thrown from the tenth story of the apartment building by his own grandmother, but rather trying to spell “defenestration by octogenarian” in her subsequent report.	Crime & Detective	Thomas Purdy	Roseville, CA	Dishonorable Mention
2018	Inspecteur Rollin of the Paris murder squad lit a cigarette as he stood over the body of la prostituée engorgée... which lay on the Voie Georges Pompidou under the arches of le Pont Neuf on the rive droite of la Seine which flows through the most beautiful city in the world.	Crime & Detective	Ralph Cutting	Kingston Upon Thames, England	Dishonorable Mention
2018	Who knew what answers the elongated, odd-shaped gray trunk would reveal, but there was no doubt that in solving the mysterious homicide at the zoo the great weight of evidence pointed to the elephant in the room.	Crime & Detective	Jay Dardenne	Baton Rouge, LA	Dishonorable Mention
2018	It was a routine day for Detective Maxwell, who did not yet know that instead of solving a case today, he would become one, with three lined chambers and genuine leather piping.	Crime & Detective	Talha bin Hamid	Karachi, Pakistan	Dishonorable Mention
2018	The good always wins out when you observe matters from a distance, gasped Detective Inspector Fred Pickle, dangling from a meathook in a disused Balham slaughterhouse, but it didn't, really, not for him, nor yet for the guy on clean-up.	Crime & Detective	John Holmes	St. Petersburg, FL	Dishonorable Mention
2018	It was a dark and stormy night: the wind whistled like an old man with drugstore teeth trying to teach his grandkids to say, "She sells sea shells by the sea shore," causing the little shavers to wonder why Peepaw was suddenly talking like Daffy Duck, whether he'd just had a stroke, and if any of them was in the will.	Dark & Stormy	Mark Schweizer	Tryon NC	Winner
